 ,Area,Mean,Min,Max
1823,37,86.676,73,100
1824,31,84.097,77,91
1825,13,81.231,76,87
1826,4,83.000,64,98
1827,17,115.588,108,123
1828,40,80.550,74,87
1829,20,88.900,82,93
1830,29,93.345,89,98
1831,32,85.562,76,93
1832,21,79.714,74,86
1833,9,76.667,75,78
1834,17,86.353,83,88
1835,5,79.800,77,83
1836,20,80.400,75,85
1837,12,81.083,77,87
1838,33,78.909,75,82
1839,8,77.250,75,79
1840,21,92.000,81,102
1841,5,79.400,74,82
1842,40,82.000,72,90
1843,13,87.154,84,89
1844,29,115.379,57,153
1845,20,87.900,81,94
1846,6,84.000,83,85
1847,18,81.444,77,85
1848,30,83.500,77,91
1849,8,82.750,80,86
1850,9,88.889,87,93
1851,16,86.125,78,93
1852,29,87.586,83,92
1853,6,77.667,76,79
1854,6,74.667,74,75
1855,5,74.400,74,76
1856,9,85.778,83,88
1857,17,82.000,74,89
1858,18,85.833,78,92
1859,19,76.632,74,78
1860,22,75.545,70,82
1861,34,83.324,77,91
1862,22,70.545,69,73
1863,16,84.562,81,89
1864,5,94.400,93,97
1865,35,90.971,80,103
1866,18,80.167,75,85
1867,27,92.630,81,100
1868,23,77.826,72,85
1869,6,91.167,90,92
1870,6,74.500,74,75
1871,35,101.057,85,119
1872,20,82.050,74,90
1873,6,82.333,80,86
1874,5,72.600,72,74
1875,40,97.350,75,118
1876,9,76.556,73,80
1877,8,78.875,74,82
1878,27,92.259,81,103
1879,9,97.222,90,104
1880,31,84.000,72,96
1881,25,89.200,77,102
1882,20,85.800,81,90
1883,12,77.000,74,78
1884,6,78.500,75,81
1885,6,83.333,82,86
1886,13,74.077,72,76
1887,8,83.500,81,86
1888,4,79.500,79,80
1889,31,83.677,75,87
1890,5,90.000,89,91
1891,14,77.714,76,81
1892,19,80.368,74,84
1893,10,86.200,83,90
1894,11,84.455,75,96
1895,26,90.269,83,96
1896,11,91.636,87,99
1897,24,75.167,73,80
1898,14,89.286,87,92
1899,34,88.353,78,97
1900,40,90.150,77,98
1901,11,76.000,73,79
1902,13,74.615,70,79
1903,4,80.000,78,81
1904,16,85.312,79,92
1905,17,80.294,73,87
1906,8,84.250,81,86
1907,9,81.667,77,85
1908,15,95.000,89,101
1909,35,85.514,71,98
1910,16,77.625,69,83
1911,4,81.000,80,82
1912,22,75.500,69,82
1913,32,91.156,78,109
1914,20,85.000,81,90
1915,4,81.000,77,84
1916,23,107.565,94,120
1917,35,85.829,77,93
1918,23,77.087,73,80
1919,40,85.075,75,102
1920,11,78.091,72,84
1921,30,74.800,69,80
1922,20,91.550,82,101
1923,7,83.000,82,86
1924,4,78.750,77,81
1925,13,81.462,76,88
1926,6,72.500,72,74
1927,10,78.700,76,82
1928,24,85.708,82,88
1929,4,102.000,100,105
1930,5,74.200,72,76
1931,11,72.000,70,74
1932,6,78.833,77,82
1933,13,80.077,77,83
1934,37,93.622,81,102
1935,5,78.000,76,80
1936,19,80.474,74,85
1937,8,77.750,77,79
1938,19,75.158,70,81
1939,27,90.407,85,96
1940,4,80.250,77,83
1941,30,80.000,73,87
1942,29,82.448,67,96
1943,23,80.435,75,88
1944,30,79.467,75,86
1945,16,75.375,73,78
1946,18,80.833,75,87
1947,34,82.794,69,98
1948,14,78.143,74,81
1949,15,79.800,74,84
1950,28,82.036,73,90
1951,5,111.800,111,113
1952,21,83.857,72,95
1953,13,71.846,70,73
1954,37,101.000,85,121
1955,19,88.842,84,95
1956,18,87.556,83,90
1957,11,81.636,75,87
1958,11,80.636,77,85
1959,20,93.350,86,100
1960,27,80.519,76,86
1961,11,79.727,76,85
1962,10,92.000,87,96
1963,18,75.500,69,81
1964,6,78.333,78,80
1965,6,123.500,97,142
1966,25,82.240,69,95
1967,4,100.500,96,106
1968,29,95.241,88,104
1969,33,89.606,72,114
1970,17,83.647,80,88
1971,35,98.200,85,108
1972,14,93.643,88,99
1973,32,79.156,70,87
1974,24,80.458,71,86
1975,20,81.350,75,88
